	NGenes	Direction	PValue	FDR
MTORC1.substrates.20.	19	Up	4.70910592078527e-05	0.00323241462199794
Known.TOP.mRNAs.66.	64	Up	5.8771174945417e-05	0.00323241462199794
Ribosomal.protein.mRNAs.50.	49	Up	0.00132922190562789	0.0444395712744285
Transcriptional.factors.104.	85	Up	0.00161598440997922	0.0444395712744285
NfKb.pathway.23.	21	Up	0.00472500242730349	0.103950053400677
All.Autophagic.genes.147.	125	Up	0.0072504623409726	0.128508194713965
MTOR.cascade.32.	31	Up	0.00817779420907047	0.128508194713965
other.proteins.involved.in.autophagy.65.	58	Up	0.0135487972774415	0.168710065440702
endocytosis.60.	57	Up	0.0138035508087847	0.168710065440702
BCL.2.family.14.	11	Up	0.0165983482297241	0.182581830526965
Mitochondrial.ribosomal.protein.mRNAs.64.	64	Down	0.0219833582166423	0.212217107786431
Positive.regulator.of.Autophagy.43.	36	Up	0.0231509572130652	0.212217107786431
deathPathway.33.	31	Up	0.0270099908175885	0.228546076148825
All.MTOR.AKT.cascade.genes.150.	140	Up	0.0301969680045601	0.237261891464401
alkPathway.37.	24	Up	0.0363184338815652	0.266335181798144
PolyABinding.and.Elongation.46.	41	Up	0.0391286258246682	0.269009302544594
Rceptors.and.ligands.63.	43	Up	0.0575460405353619	0.363147112803933
TFs.involved.in.mitophagy.10.	9	Up	0.0623598578618864	0.363147112803933
lysosomal.transport.7.	7	Up	0.0642597550395734	0.363147112803933
mTOR.s.transcriptional.factor.11.	11	Up	0.0660267477825333	0.363147112803933
Upregulated.upon.TFEB.OE.in.Hela.291.	227	Up	0.0751374348456891	0.387237720028526
AP.Core.62.	54	Up	0.0809016325217686	0.387237720028526
eIF3.mRNAs.12.	12	Up	0.0809678869150555	0.387237720028526
Autophagy.17.	16	Up	0.0948057242779397	0.43452623627389
All.Endo.Exosomal.genes.137.	127	Up	0.0999136818780471	0.439620200263407
Lysoplex.All.Lysosome..including.membrane..891.	767	Up	0.130119654845406	0.550506232038256
Early.endosomal.compartment.12.	12	Up	0.138663272828156	0.56492444485545
eEF.mRNAs.6.	5	Up	0.155193407607135	0.577687859787294
New.MT.Assoc.All.84.	73	Up	0.156938741112996	0.577687859787294
mTOR.regulators.3.27.	27	Up	0.165323895348163	0.577687859787294
eIF4.mRNAs.9.	9	Up	0.169536933638412	0.577687859787294
MAPK.family.12.	12	Up	0.172493507129803	0.577687859787294
All.PI3K.genes.44.	36	Up	0.197048299675521	0.577687859787294
Rab.proteins.involved.in.autophagosome.formation.19.	17	Up	0.1982207271456	0.577687859787294
MTORC1.hyp.Upregulated.ALL.492.	311	Up	0.203580389999565	0.577687859787294
lipid.transport.11.	11	Down	0.215987646820701	0.577687859787294
Negative.Regulator.of.Autophagy.23.	22	Up	0.22033197963694	0.577687859787294
PI3K.complex.12.	9	Up	0.221367132154102	0.577687859787294
PolyA.binding.protein.mRNAs.3.	3	Up	0.224258159729218	0.577687859787294
Thoreen.mTOR.Targets.Unique.166.	160	Up	0.230894206779805	0.577687859787294
Microtubule.associated.with.Autophagy.47.	42	Up	0.234910646074845	0.577687859787294
TFEB.targets..MB..479.	422	Up	0.23726369098626	0.577687859787294
Mitophagy.34.	33	Up	0.238187446682664	0.577687859787294
Lysoplex_Suppl_Table1.16.	16	Up	0.239007004110803	0.577687859787294
selective.autophagy.cargo.receptors.10.	10	Up	0.241565976209362	0.577687859787294
Lysosomal.proteolysis.23.	18	Up	0.241578559547414	0.577687859787294
ATG8.Ubiquitin.like.conjugation.systems.14.	10	Up	0.298119508246092	0.649329448018215
Old.Lysosomal.biogenesis.13.	13	Down	0.301660355219575	0.649329448018215
Curated.Induction.23.	22	Up	0.31517918564312	0.649329448018215
MTORC1.hyp.DOWNregulated.ALL.561.	333	Up	0.317039117031015	0.649329448018215
Microtubule.associated.with.Autophagy.AP.Lysosome.Fusion.16.	15	Up	0.321044249563351	0.649329448018215
Lysosomal.Catabolic.enzymes.38.	35	Down	0.322583928380202	0.649329448018215
Lysoplex.All.Autophagy.23.	20	Up	0.322619533407221	0.649329448018215
Microtubule.associated.with.Autophagy.AP.Formation.23.	20	Up	0.322619533407221	0.649329448018215
MTOR1.2.complex.10.	10	Down	0.326416183156534	0.649329448018215
Beclin1.complex.and.interacting.proteins.18.	15	Up	0.338958123372878	0.649329448018215
New.MT.Assoc.All.minus.motors.53.	47	Up	0.340536064026479	0.649329448018215
ULK1.complex.9.	8	Up	0.342373708955059	0.649329448018215
mTOR.regulators.25.	25	Up	0.348865617355758	0.650134675809045
Lysosomal.hydrolases.and.accessory.proteins.23.	22	Down	0.368681129605861	0.650134675809045
Microtubule.associated.with.Autophagy.Transport.56.	47	Up	0.369602366459952	0.650134675809045
Negative.regulator.of.Mitophagy.8.	8	Up	0.374269802345482	0.650134675809045
intracellular.trafficking.7.	7	Down	0.377919028000272	0.650134675809045
mTOR.substrates.10.	10	Up	0.383584679629726	0.650134675809045
endosome.to.lysosome.transport.10.	9	Up	0.384170490250799	0.650134675809045
Mitochondrial.Trascriptional.factors.21.	20	Up	0.416317023776289	0.693861706293814
X14.3.3.7.	6	Up	0.43114237834661	0.707845695792942
Lysosomal.acidification.14.	12	Up	0.438530016969546	0.709386792156619
RAB.effectors.90.	81	Up	0.452107073067854	0.7106381285021
vesicle.mediated.transport.16.	15	Down	0.456274853392082	0.7106381285021
