	NGenes	Direction	PValue	FDR
Transcriptional.factors.104.	85	Up	2.20360672975184e-05	0.00116373271137687
Heat.Shock.Proteins.14.	14	Up	3.02364555678019e-05	0.00116373271137687
deathPathway.33.	31	Up	3.77873022579126e-05	0.00116373271137687
NfKb.pathway.23.	21	Up	4.2317553140977e-05	0.00116373271137687
Rceptors.and.ligands.63.	43	Up	6.34843186407926e-05	0.00139665501009744
alkPathway.37.	24	Up	0.000262242175538564	0.00480777321820701
aktPathway.19.	13	Up	0.0144050828975225	0.170205988003971
Lysosomal.proteolysis.23.	18	Up	0.0144250711654968	0.170205988003971
receptor.mediated.endocytosis.25.	21	Up	0.0150115364571049	0.170205988003971
eIF1.mRNAs.3.	1	Up	0.0173956920802168	0.170205988003971
atg9.and.its.cycling.system.6.	6	Down	0.017931528090181	0.170205988003971
Lysosomal.membrane.9.	7	Up	0.0230906713561969	0.170205988003971
eIF3.mRNAs.12.	12	Down	0.0236895372736506	0.170205988003971
Mitochondrial.ribosomal.protein.mRNAs.64.	64	Down	0.0248906220791401	0.170205988003971
endosome.to.lysosome.transport.10.	9	Up	0.0253735920787477	0.170205988003971
MTORC1.substrates.20.	19	Up	0.0261183857817664	0.170205988003971
AMPK.complex.8.	7	Down	0.0263108793463399	0.170205988003971
selective.autophagy.cargo.receptors.10.	10	Up	0.0278518889461044	0.170205988003971
Lysosomal.genes.containing.CLEAR.motif.68.	60	Up	0.0345534659257133	0.200046381675182
mTOR.substrates.10.	10	Up	0.0382155199136003	0.210185359524801
MTOR.cascade.32.	31	Up	0.0410817376170266	0.215190054184425
vacuolar.proton.transporting.V.type.ATPase.complex.26.	20	Down	0.043162712166183	0.215813560830915
MTORC1.hyp.Upregulated.ALL.492.	311	Up	0.0466339948539227	0.223032149301369
All.lipid.genes.37.	28	Up	0.0574485590556392	0.26330589567168
PI3K.complex.12.	9	Up	0.0710543121792428	0.312638973588668
lipid.catabolic.process.17.	10	Up	0.0792715821607266	0.322798080938799
mTOR.s.transcriptional.factor.11.	11	Up	0.081566514998702	0.322798080938799
X.Late.endosome..Lysosomes..lyso.related.organelles..10.	9	Up	0.082166784238967	0.322798080938799
MTORC1.hyp.DOWNregulated.ALL.561.	333	Up	0.0858210348451901	0.325528063205893
endosomal.transport.29.	27	Down	0.0931184960363751	0.334928698815701
Upregulated.upon.TFEB.OE.in.Hela.291.	227	Up	0.0943889969389703	0.334928698815701
Lysosomal.acidification.14.	12	Down	0.100566684503372	0.345697977980341
Canonical.Lysosomal.Genes.98.	85	Up	0.116038602928244	0.386795343094147
Downregulated.upon.TFEB.OE.in.Hela.7.	3	Up	0.151716503854932	0.483614265444618
Mitochondrial.Trascriptional.factors.21.	20	Up	0.156211156674302	0.483614265444618
TFs.involved.in.mitophagy.10.	9	Up	0.158435564146149	0.483614265444618
Curated.Lysosomal.Biogenesis.26.	25	Up	0.166448235630999	0.483614265444618
Lysoplex_Suppl_Table1.16.	16	Down	0.167337689019686	0.483614265444618
ATG12.Ubiquitin.like.conjugation.systems.6.	6	Down	0.171463239566728	0.483614265444618
Microtubule.associated.with.Autophagy.47.	42	Down	0.204041861887533	0.561115120190715
Curated.Induction.23.	22	Down	0.215184195043164	0.562915800221732
Thoreen.mTOR.Targets.Unique.166.	160	Down	0.215470217654369	0.562915800221732
transmembrane.transport.channel.19.	16	Up	0.220048903723041	0.562915800221732
Early.endosomal.compartment.12.	12	Up	0.244090905447208	0.61022726361802
Rab.proteins.involved.in.autophagosome.formation.19.	17	Up	0.264260091120903	0.645969111628875
All.Endo.Exosomal.genes.137.	127	Up	0.281508840076009	0.669893301250485
Microtubule.associated.with.Autophagy.AP.Lysosome.Fusion.16.	15	Down	0.290061177500709	0.669893301250485
New.MT.Assoc.All.minus.motors.53.	47	Down	0.299590444565864	0.669893301250485
X.retrograde.transport..endosome.to.Golgi..8.	8	Down	0.305305160969452	0.669893301250485
All.PI3K.genes.44.	36	Up	0.309331643783633	0.669893301250485
All.MTOR.AKT.cascade.genes.150.	140	Up	0.310586894216134	0.669893301250485
Lysoplex.All.Autophagy.23.	20	Down	0.330907329390601	0.686788796848416
Microtubule.associated.with.Autophagy.AP.Formation.23.	20	Down	0.330907329390601	0.686788796848416
Autophagy.17.	16	Down	0.355940057235629	0.72506307955406
MTOR1.2.complex.10.	10	Down	0.408975764179968	0.817951528359936
RAB.effectors.90.	81	Down	0.421087026663108	0.82713523094539
Negative.regulator.of.Mitophagy.8.	8	Up	0.435602035801108	0.83083270966708
regulation.of.endocytosis.13.	13	Up	0.438075428733551	0.83083270966708
Beclin1.complex.and.interacting.proteins.18.	15	Up	0.471739876998596	0.8466006787595
exocytosis.6.	6	Up	0.480341249858753	0.8466006787595
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	Up	0.487689228626179	0.8466006787595
protein.transport.40.	31	Down	0.488351019919782	0.8466006787595
All.Autophagic.genes.147.	125	Up	0.501836393198998	0.8466006787595
Docking.and.fusion.13.	12	Down	0.503986792723483	0.8466006787595
eIF2.mRNAs.10.	8	Up	0.50719650517127	0.8466006787595
eIF5.mRNAs.3.	3	Down	0.5079604072557	0.8466006787595
vesicle.mediated.transport.16.	15	Down	0.544370677485198	0.893742903333907
Lysoplex.All.Lysosome..including.membrane..891.	767	Up	0.572935005653027	0.924905060816933
mTOR.regulators.3.27.	27	Down	0.580167719966985	0.924905060816933
BCL.2.family.14.	11	Up	0.605171682093128	0.935519509575313
New.MT.Assoc.All.84.	73	Down	0.623637292454752	0.935519509575313
RAS.family.5.	5	Up	0.648905496311828	0.935519509575313
lipid.transport.11.	11	Up	0.657036602248685	0.935519509575313
mTOR.regulators.25.	25	Down	0.661263739662351	0.935519509575313
eIF4.mRNAs.9.	9	Up	0.670235691615553	0.935519509575313
Lysosomal.hydrolases.and.accessory.proteins.23.	22	Up	0.672340122944365	0.935519509575313
regulation.of.exocytosis.6.	6	Down	0.68017545865738	0.935519509575313
post.Golgi.vesicle.mediated.transport.14.	14	Up	0.681593168940672	0.935519509575313
other.proteins.involved.in.autophagy.65.	58	Up	0.68692149706923	0.935519509575313
regulation.of.ARF.GTPase.activity.15.	15	Up	0.703483091522057	0.935519509575313
Fission.and.Fusion.10.	8	Down	0.714396293977461	0.935519509575313
PolyA.binding.protein.mRNAs.3.	3	Up	0.715373302453769	0.935519509575313
AP.Core.62.	54	Up	0.719122615249193	0.935519509575313
PolyABinding.and.Elongation.46.	41	Down	0.727425534517295	0.935519509575313
All.trasport.genes.232.	208	Down	0.729392499301601	0.935519509575313
Microtubule.associated.with.Autophagy.Transport.minus.motors.25.	21	Down	0.731683295887533	0.935519509575313
Mitophagy.34.	33	Down	0.739910884845929	0.935519509575313
lysosomal.transport.7.	7	Up	0.777443102790965	0.960843339805248
All.Lysosomal.genes.241.	206	Up	0.781176048025918	0.960843339805248
Positive.regulator.of.Autophagy.43.	36	Down	0.7929268523498	0.960843339805248
specialized.transport.8.	6	Up	0.812386333031274	0.960843339805248
Known.TOP.mRNAs.66.	64	Down	0.818919296325798	0.960843339805248
X.Golgi..recycling.comp..And.secretory..24.	21	Up	0.821446329892861	0.960843339805248
eEF.mRNAs.6.	5	Up	0.829632864838108	0.960843339805248
Negative.Regulator.of.Autophagy.23.	22	Up	0.829819248013623	0.960843339805248
endocytosis.60.	57	Down	0.862689792464375	0.961883783956787
TFEB.targets..MB..479.	422	Up	0.86676908232426	0.961883783956787
Microtubule.associated.with.Autophagy.Transport.56.	47	Up	0.867869637297888	0.961883783956787
Lysosomal.Catabolic.enzymes.38.	35	Down	0.878407099063646	0.961883783956787
PKs.complex.13.	13	Down	0.87976420043835	0.961883783956787
X14.3.3.7.	6	Up	0.883184201633049	0.961883783956787
Lysosome.ON.IN.99.	84	Up	0.893310632634484	0.96337421166464
lysosome.organization.10.	10	Down	0.906168312386644	0.967752566626513
Old.Lysosomal.biogenesis.13.	13	Down	0.936895532477365	0.969221307024037
intracellular.trafficking.7.	7	Down	0.945950964722341	0.969221307024037
ULK1.complex.9.	8	Up	0.946779803489832	0.969221307024037
ATG8.Ubiquitin.like.conjugation.systems.14.	10	Up	0.947702467443032	0.969221307024037
Ribosomal.protein.mRNAs.50.	49	Down	0.957577630179387	0.969221307024037
intracellular.protein.trafficking.16.	14	Up	0.960410204232909	0.969221307024037
MAPK.family.12.	12	Up	0.994559879255154	0.994559879255154
