	NGenes	Direction	PValue	FDR
MTOR.cascade.32.	31	Up	0.000290039981741851	0.0312848837965214
endosome.to.lysosome.transport.10.	9	Up	0.00092099597833068	0.0312848837965214
All.PI3K.genes.44.	36	Up	0.000960318302474059	0.0312848837965214
PI3K.complex.12.	9	Up	0.00113763213805532	0.0312848837965214
alkPathway.37.	24	Up	0.00184662521244199	0.0406257546737239
MTORC1.substrates.20.	19	Up	0.00448620831554103	0.0822471524515856
Rab.proteins.involved.in.autophagosome.formation.19.	17	Up	0.00818886396434557	0.128682148011145
deathPathway.33.	31	Up	0.0122185238834947	0.166170201617115
NfKb.pathway.23.	21	Up	0.015548762142339	0.166170201617115
Transcriptional.factors.104.	85	Up	0.0155888884731319	0.166170201617115
All.MTOR.AKT.cascade.genes.150.	140	Up	0.0175869504592183	0.166170201617115
Rceptors.and.ligands.63.	43	Up	0.0181276583582307	0.166170201617115
All.Autophagic.genes.147.	125	Up	0.0229101920542048	0.189965865052762
aktPathway.19.	13	Up	0.0247945706860581	0.189965865052762
eIF3.mRNAs.12.	12	Down	0.0280230848508544	0.189965865052762
Thoreen.mTOR.Targets.Unique.166.	160	Down	0.0288145214289091	0.189965865052762
BCL.2.family.14.	11	Up	0.0293583609626996	0.189965865052762
X.Golgi..recycling.comp..And.secretory..24.	21	Up	0.0349849836133001	0.213797122081278
PolyABinding.and.Elongation.46.	41	Down	0.0388886689347161	0.225144925411514
Lysosomal.Catabolic.enzymes.38.	35	Down	0.0451515736723749	0.248333655198062
other.proteins.involved.in.autophagy.65.	58	Up	0.0493854289899411	0.258685580423501
Known.TOP.mRNAs.66.	64	Down	0.0573094919423707	0.285143590943235
mTOR.s.transcriptional.factor.11.	11	Up	0.0596209326517672	0.285143590943235
Microtubule.associated.with.Autophagy.Transport.56.	47	Up	0.0726848265411072	0.333138788313408
Lysosomal.membrane.9.	7	Up	0.0782406532164156	0.344258874152229
Ribosomal.protein.mRNAs.50.	49	Down	0.0867719547316879	0.367112116172526
Lysosomal.hydrolases.and.accessory.proteins.23.	22	Down	0.0961777137242252	0.391835129987584
New.MT.Assoc.All.84.	73	Up	0.109328451649871	0.429504631481638
lipid.catabolic.process.17.	10	Up	0.124251479279482	0.471298714508381
Downregulated.upon.TFEB.OE.in.Hela.7.	3	Up	0.14151100388278	0.518873680903528
Mitochondrial.Trascriptional.factors.21.	20	Up	0.16028956379941	0.554779290366722
eIF2.mRNAs.10.	8	Down	0.165831390830689	0.554779290366722
Mitophagy.34.	33	Up	0.175364881604955	0.554779290366722
Autophagy.17.	16	Up	0.17709655625686	0.554779290366722
MAPK.family.12.	12	Up	0.184872606313718	0.554779290366722
TFs.involved.in.mitophagy.10.	9	Up	0.185419199873337	0.554779290366722
X.Late.endosome..Lysosomes..lyso.related.organelles..10.	9	Up	0.186607579486988	0.554779290366722
vacuolar.proton.transporting.V.type.ATPase.complex.26.	20	Down	0.194518181038189	0.563078945110548
Lysoplex.All.Lysosome..including.membrane..891.	767	Up	0.233329935932577	0.658110075707269
Mitochondrial.ribosomal.protein.mRNAs.64.	64	Down	0.260711173746377	0.703224682819259
receptor.mediated.endocytosis.25.	21	Up	0.267766943960856	0.703224682819259
eIF5.mRNAs.3.	3	Down	0.268503969803717	0.703224682819259
