	NGenes	Direction	PValue	FDR
MTORC1.substrates.20.	19	Up	0.000627617499298775	0.0690379249228652
endosome.to.lysosome.transport.10.	9	Up	0.00204469274478038	0.112458100962921
All.Autophagic.genes.147.	125	Up	0.00465454536290065	0.13907476661317
NfKb.pathway.23.	21	Up	0.00763611461006056	0.13907476661317
other.proteins.involved.in.autophagy.65.	58	Up	0.00782599481503203	0.13907476661317
All.PI3K.genes.44.	36	Up	0.00948225193199088	0.13907476661317
vacuolar.proton.transporting.V.type.ATPase.complex.26.	20	Down	0.0108911915363436	0.13907476661317
alkPathway.37.	24	Up	0.0109580039947077	0.13907476661317
MTOR.cascade.32.	31	Up	0.0113788445410775	0.13907476661317
BCL.2.family.14.	11	Up	0.0175700276237882	0.19327030386167
deathPathway.33.	31	Up	0.021967403819613	0.196844646230934
mTOR.s.transcriptional.factor.11.	11	Up	0.0223611729324587	0.196844646230934
PI3K.complex.12.	9	Up	0.0232634581909285	0.196844646230934
Mitochondrial.Trascriptional.factors.21.	20	Up	0.0403910303910132	0.311762866366268
Lysosomal.acidification.14.	12	Down	0.0425131181408547	0.311762866366268
Transcriptional.factors.104.	85	Up	0.0487914427256508	0.325416125946828
aktPathway.19.	13	Up	0.0502915831008734	0.325416125946828
lysosome.organization.10.	10	Up	0.0537583684822265	0.327202873038307
Rab.proteins.involved.in.autophagosome.formation.19.	17	Up	0.0565168598884349	0.327202873038307
regulation.of.exocytosis.6.	6	Down	0.0663407048400707	0.364873876620389
All.MTOR.AKT.cascade.genes.150.	140	Up	0.0790102072646756	0.413862990434015
Mitophagy.34.	33	Up	0.0878125567037056	0.439062783518528
vesicle.mediated.transport.16.	15	Down	0.0962091395437813	0.460130667383302
TFs.involved.in.mitophagy.10.	9	Up	0.102466387118548	0.469637607626678
AP.Core.62.	54	Up	0.120797789047742	0.531510271810065
Lysosomal.membrane.9.	7	Up	0.133792805303626	0.56604648397688
lipid.catabolic.process.17.	10	Up	0.15679082000295	0.599669530145178
Beclin1.complex.and.interacting.proteins.18.	15	Up	0.157052189847154	0.599669530145178
Lysosomal.hydrolases.and.accessory.proteins.23.	22	Down	0.169692880779426	0.599669530145178
ATG8.Ubiquitin.like.conjugation.systems.14.	10	Up	0.171721111843847	0.599669530145178
Lysosomal.Catabolic.enzymes.38.	35	Down	0.174027181590869	0.599669530145178
lysosomal.transport.7.	7	Up	0.174449317860415	0.599669530145178
Downregulated.upon.TFEB.OE.in.Hela.7.	3	Up	0.202822136806727	0.657491538307164
Rceptors.and.ligands.63.	43	Up	0.203224657294942	0.657491538307164
Known.TOP.mRNAs.66.	64	Down	0.215425043740447	0.677050137469977
Autophagy.17.	16	Up	0.235077826799743	0.718293359665881
Negative.Regulator.of.Autophagy.23.	22	Up	0.255826930419792	0.76056654989668
PolyA.binding.protein.mRNAs.3.	3	Down	0.302328377818531	0.835000471937551
intracellular.trafficking.7.	7	Up	0.302602192671311	0.835000471937551
Microtubule.associated.with.Autophagy.Transport.56.	47	Up	0.325613561057565	0.835000471937551
Lysoplex.All.Lysosome..including.membrane..891.	767	Up	0.325957720504191	0.835000471937551
PKs.complex.13.	13	Down	0.336352586014132	0.835000471937551
eIF4.mRNAs.9.	9	Up	0.337258881784943	0.835000471937551
Early.endosomal.compartment.12.	12	Up	0.343926876603361	0.835000471937551
Positive.regulator.of.Autophagy.43.	36	Up	0.347296184441753	0.835000471937551
TFEB.targets..MB..479.	422	Up	0.349182015537521	0.835000471937551
transmembrane.transport.channel.19.	16	Up	0.393372662226915	0.852113915265114
eEF.mRNAs.6.	5	Down	0.394616407000994	0.852113915265114
Ribosomal.protein.mRNAs.50.	49	Down	0.395722910105763	0.852113915265114
Curated.Lysosomal.Biogenesis.26.	25	Down	0.407189931403235	0.852113915265114
MTOR1.2.complex.10.	10	Up	0.407900448087951	0.852113915265114
RAB.effectors.90.	81	Up	0.418604001918744	0.852113915265114
lipid.transport.11.	11	Down	0.420507370261731	0.852113915265114
selective.autophagy.cargo.receptors.10.	10	Up	0.442425513843236	0.852113915265114
New.MT.Assoc.All.84.	73	Up	0.445168263636392	0.852113915265114
X.Late.endosome..Lysosomes..lyso.related.organelles..10.	9	Up	0.447808184395755	0.852113915265114
intracellular.protein.trafficking.16.	14	Up	0.455491340329916	0.852113915265114
protein.transport.40.	31	Up	0.457209658575582	0.852113915265114
MTORC1.hyp.Upregulated.ALL.492.	311	Up	0.481605332357068	0.852113915265114
Curated.Induction.23.	22	Up	0.490366789905921	0.852113915265114
regulation.of.ARF.GTPase.activity.15.	15	Down	0.499685223318752	0.852113915265114
Lysosomal.genes.containing.CLEAR.motif.68.	60	Up	0.51196891590063	0.852113915265114
AMPK.complex.8.	7	Down	0.520071817515972	0.852113915265114
endosomal.transport.29.	27	Up	0.554531431604375	0.852113915265114
Lysoplex_Suppl_Table1.16.	16	Up	0.556504015402427	0.852113915265114
endocytosis.60.	57	Up	0.564349048978294	0.852113915265114
Docking.and.fusion.13.	12	Up	0.566634748711554	0.852113915265114
Old.Lysosomal.biogenesis.13.	13	Down	0.570458471588973	0.852113915265114
All.trasport.genes.232.	208	Up	0.571215211063674	0.852113915265114
All.Lysosomal.genes.241.	206	Down	0.583514282347138	0.852113915265114
eIF5.mRNAs.3.	3	Down	0.584150490081186	0.852113915265114
Thoreen.mTOR.Targets.Unique.166.	160	Down	0.585376358896986	0.852113915265114
X14.3.3.7.	6	Down	0.588184146679119	0.852113915265114
RAS.family.5.	5	Up	0.591462980129945	0.852113915265114
mTOR.substrates.10.	10	Up	0.599012669484132	0.852113915265114
mTOR.regulators.3.27.	27	Up	0.601486776476686	0.852113915265114
receptor.mediated.endocytosis.25.	21	Up	0.606569379377638	0.852113915265114
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	Down	0.6502118237544	0.852113915265114
ULK1.complex.9.	8	Up	0.654046988801462	0.852113915265114
Upregulated.upon.TFEB.OE.in.Hela.291.	227	Up	0.658469656099056	0.852113915265114
Fission.and.Fusion.10.	8	Up	0.661975147734173	0.852113915265114
PolyABinding.and.Elongation.46.	41	Down	0.663528984569207	0.852113915265114
Heat.Shock.Proteins.14.	14	Up	0.674076102106942	0.852113915265114
Negative.regulator.of.Mitophagy.8.	8	Up	0.675599539426251	0.852113915265114
Lysoplex.All.Autophagy.23.	20	Down	0.677183013094257	0.852113915265114
Microtubule.associated.with.Autophagy.AP.Formation.23.	20	Down	0.677183013094257	0.852113915265114
regulation.of.endocytosis.13.	13	Up	0.680747657649783	0.852113915265114
All.lipid.genes.37.	28	Up	0.681691132212091	0.852113915265114
atg9.and.its.cycling.system.6.	6	Down	0.711013037684733	0.878780158936186
MTORC1.hyp.DOWNregulated.ALL.561.	333	Down	0.731779079880505	0.894396653187284
X.Golgi..recycling.comp..And.secretory..24.	21	Up	0.747456381218377	0.895925576239533
eIF3.mRNAs.12.	12	Down	0.749319572854882	0.895925576239533
Lysosomal.proteolysis.23.	18	Up	0.7865362774241	0.928247674318548
MAPK.family.12.	12	Up	0.798177160714532	0.928247674318548
Microtubule.associated.with.Autophagy.47.	42	Down	0.808154397766475	0.928247674318548
exocytosis.6.	6	Down	0.817407618269412	0.928247674318548
Microtubule.associated.with.Autophagy.Transport.minus.motors.25.	21	Up	0.818545676444537	0.928247674318548
Microtubule.associated.with.Autophagy.AP.Lysosome.Fusion.16.	15	Up	0.831832836716852	0.933689918763814
Canonical.Lysosomal.Genes.98.	85	Up	0.841733725143182	0.935259694603535
New.MT.Assoc.All.minus.motors.53.	47	Up	0.851188643927717	0.936307508320488
ATG12.Ubiquitin.like.conjugation.systems.6.	6	Up	0.867924346213104	0.937354311329711
eIF1.mRNAs.3.	1	Down	0.875588592462412	0.937354311329711
Mitochondrial.ribosomal.protein.mRNAs.64.	64	Up	0.877704491517821	0.937354311329711
mTOR.regulators.25.	25	Up	0.904705533663592	0.956900083682646
post.Golgi.vesicle.mediated.transport.14.	14	Up	0.914697541150708	0.958254566919789
eIF2.mRNAs.10.	8	Down	0.930087414880032	0.962799591125208
Lysosome.ON.IN.99.	84	Down	0.936541420458157	0.962799591125208
All.Endo.Exosomal.genes.137.	127	Up	0.971702659894209	0.986687963062176
specialized.transport.8.	6	Down	0.984443815090896	0.986687963062176
X.retrograde.transport..endosome.to.Golgi..8.	8	Down	0.986687963062176	0.986687963062176
